"ID","Status","Comment","Assertion"
"td-property-names_readOnly","null","not testable with Assertion Tester","The vocabulary term readOnly MUST be serialized as a JSON name within a Property object."
"td-property-names_required","null","not testable with Assertion Tester","The vocabulary term required MUST be serialized as a JSON name within a Property object."
"td-property-names_title","null","not testable with Assertion Tester","The vocabulary term title MUST be serialized as a JSON name within a Property object."
"td-property-names_titles","null","not testable with Assertion Tester","The vocabulary term titles MUST be serialized as a JSON name within a Property object."
"td-property-names_type","null","not testable with Assertion Tester","The vocabulary term type MUST be serialized as a JSON name within a Property object."
"td-property-names_unit","null","not testable with Assertion Tester","The vocabulary term unit MUST be serialized as a JSON name within a Property object."
"td-property-names_uriVariables","null","not testable with Assertion Tester","The vocabulary term uriVariables MUST be serialized as a JSON name within a Property object."
"td-property-names_writeOnly","null","not testable with Assertion Tester","The vocabulary term writeOnly MUST be serialized as a JSON name within a Property object."
"td-rel-type-case-insensitive","null","not testable with Assertion Tester","Relation types MUST be compared as strings using case-insensitive comparison."
"td-rel-type-lowercase","null","not testable with Assertion Tester","All-lowercase URIs SHOULD be used for extension relation types."
"td-security","null","not testable with Assertion Tester","All name-value pairs of a Map of SecurityScheme instances MUST be serialized as members of the JSON object that results from serializing the Map; the name of a pair MUST be serialized as a JSON string and the value of the pair, an instance of SecurityScheme, MUST be serialized as a JSON object."
"td-security-activation","null","not testable with Assertion Tester","The value assigned to security in an instance of Class Thing MUST be serialized as JSON string or as JSON array whose elements are JSON strings."
"td-security-auth-private-data","null","not testable with Assertion Tester","Instead, authentication and authorization SHOULD be established based on separately managed Private Security Data."
"td-security-bearer-format-extensions","null","not testable with Assertion Tester","Other formats and algorithms for bearer tokens MAY be specified in vocabulary extensions"
"td-security-bearer-format-extensions_alg","null","not testable with Assertion Tester","Other algorithms for bearer tokens MAY be specified in vocabulary extensions."
"td-security-bearer-format-extensions_format","null","not testable with Assertion Tester","Other formats for bearer tokens MAY be specified in vocabulary extensions."
"td-security-binding","null","not testable with Assertion Tester","If a Thing requires a specific access mechanism for an interaction, that mechanism MUST be specified in the security configuration of the Thing Description."
"td-security-body-name-json-pointer","null","not testable with Assertion Tester","When used in the context of a body security information location, the value of name MUST be in the form of a JSON pointer [[!RFC6901]] relative to the root of the input DataSchema for each interaction it is used with."
"td-security-body-name-json-pointer-array","null","not testable with Assertion Tester","character to indicate a non-existent array element when it is necessary to insert an element after the last element of an existing array."
"td-security-body-name-json-pointer-creatable","null","not testable with Assertion Tester","When an element of a data schema indicated by a JSON pointer indicated in a body locator does not already exist in the indicated schema, it MUST be possible to insert the indicated element at the location indicated by the pointer."
"td-security-body-name-json-pointer-type","null","not testable with Assertion Tester","."
"td-security-combo-deprecation","null","not testable with Assertion Tester","However, the use of an array with multiple elements to combine security schemes in a security element is now deprecated, instead a ComboSecurityScheme SHOULD be used."
"td-security-combo-exclusive-oneof-or-allof","null","not testable with Assertion Tester","Exactly one of either oneOf or allOf vocabulary terms MUST be included."
"td-security-dtls-1-2","null","not testable with Assertion Tester","If DTLS 1.3 cannot be used for compatibility reasons when using DTLS, DTLS 1.2 [[RFC6347]] MAY be used."
"td-security-extension","null","not testable with Assertion Tester","Additional security schemes MUST be Subclasses of the Class SecurityScheme."
"td-security-in-query-over-uri","null","not testable with Assertion Tester","The value uri SHOULD be specified for the name in in a security scheme only if query is not applicable."
"td-security-in-uri-variable","null","not testable with Assertion Tester","The URIs provided in interactions where a security scheme using uri as the value for in MUST be a URI template including the defined variable."
"td-security-inj-no-intl-markup","null","not testable with Assertion Tester","HTML markup SHOULD NOT be used for internationalization purposes in TD strings."
"td-security-jsonld-expansion","null","not testable with Assertion Tester","Consumers SHOULD set and enforce limits on memory usage to prevent buffer overflow and resource exhaustion during JSON-LD processing."
"td-security-mandatory","null","not testable with Assertion Tester","At least one security definition MUST be activated through the security member at the Thing level (i.e., in the TD root object)."
"td-security-mutual-auth-td","null","not testable with Assertion Tester","Thing Descriptions SHOULD be obtained only through mutually authenticated secure channels."
"td-security-no-earlier-tls-or-dtls","null","not testable with Assertion Tester","Versions of protocols or security policies earlier than the current standards (including TLS/DTLS earlier than 1.2) MUST NOT be used for new development."
"td-security-no-execution","null","not testable with Assertion Tester","A WoT Thing Description JSON-LD serialization MUST NOT be passed through a code execution mechanism such as JavaScript's eval() function to be parsed."
"td-security-no-extras","null","not testable with Assertion Tester","If a Thing does not require a specific access mechanism for an interaction, that mechanism MUST NOT be specified in the security configuration of the Thing Description."
"td-security-no-private-security-data","null","not testable with Assertion Tester","Producers of TDs MUST ensure that no Private Security Data is included in TDs, maintaining a strict separation from Public Security Metadata."
"td-security-no-secrets","null","not testable with Assertion Tester","For all security schemes, any keys, passwords, or other sensitive information directly providing access MUST NOT be stored in the TD and should instead be shared and stored out-of-band via other mechanisms."
"td-security-oauth-limits","null","not testable with Assertion Tester","To limit the scope and duration of access to Things, tokens SHOULD be used to manage access."
"td-security-oauth2-client-flow","null","not testable with Assertion Tester","For the client flow token vocabulary term MUST be included."
"td-security-oauth2-client-flow-no-auth","null","not testable with Assertion Tester","For the client flow authorization vocabulary term MUST NOT be included."
"td-security-oauth2-code-flow","null","not testable with Assertion Tester","For the code flow both authorization and token vocabulary terms MUST be included."
"td-security-other-protocol","null","not testable with Assertion Tester","For protocols with integrated security or alternative security mechanisms (e.g., QUIC [[RFC9000]], OPC UA), the configuration SHOULD adhere to the current security recommendations of the relevant specification (e.g., strictly using secure OPC UA Security Policies)."
"td-security-overrides","null","not testable with Assertion Tester","Security definitions MAY also be activated at the level of the form elements by including a security member in form objects, which overrides (i.e., completely replace) all definitions activated at the Thing level."
"td-security-remote-context","null","not testable with Assertion Tester","Constrained implementations SHOULD NOT follow links to remote contexts."
"td-security-scheme-name","null","not testable with Assertion Tester","The value assigned to the name scheme MUST be defined within a Vocabulary included in the Thing Description, either in the standard Vocabulary defined in § 5. TD Information Model or in a TD Context Extension."
"td-security-schemes","null","not testable with Assertion Tester","All name-value pairs of an instance of one of the Subclasses of SecurityScheme, where the name is a Vocabulary Term included in the Signature of that Subclass or in the Signature of SecurityScheme, MUST be serialized as members of the JSON object that results from serializing the SecurityScheme Subclass's instance, with the Vocabulary Term as name."
"td-security-security-vocab-auto-in-no-name","null","not testable with Assertion Tester","If a value of auto is set for the in field of a SecurityScheme, then the name field SHOULD NOT be set."
"td-security-server-auth-td","null","not testable with Assertion Tester","In cases where the Consumer is associated with a person, e.g. browsers, TDs MAY be obtained through a channel where only the TD provider is authenticated."
"td-security-static-context","null","not testable with Assertion Tester","Constrained implementations SHOULD use vetted versions of their supported context extensions managed statically or as part of a secure update process."
"td-security-tls-1-2","null","not testable with Assertion Tester","If TLS 1.3 cannot be used for compatibility reasons when using TLS, TLS 1.2 [[RFC5246]] MAY be used."
"td-security-tls-1-3","null","not testable with Assertion Tester","When using TLS, then at least TLS 1.3 [[RFC8446]] SHOULD be used."
"td-security-uri-variables-distinct","null","not testable with Assertion Tester","The names of URI variables declared in a SecurityScheme MUST be distinct from all other URI variables declared in the TD."
"td-security-vuln-auto","null","not testable with Assertion Tester","The auto security scheme MAY be used if vulnerability scanning is a concern."
"td-server-data-schema","null","not testable with Assertion Tester","A WoT Thing Description MUST accurately describe the data returned and accepted by each interaction."
"td-server-data-schema-extras","null","not testable with Assertion Tester","A Thing MAY return additional data from an interaction even when such data is not described in the data schemas given in its WoT Thing Description."
"td-server-uri-template","null","not testable with Assertion Tester","URI Templates, base URIs, and href members in a WoT Thing Description MUST accurately describe the WoT Interface of the Thing."
"td-string-type","null","not testable with Assertion Tester","Values that are of type string or anyURI MUST be serialized as JSON strings."
"td-structured-data-schema","null","not testable with Assertion Tester","For structured media types, the Interaction Affordance SHOULD be associated with a Data Schema to provide more detailed syntactic metadata for the data exchanged, as explained in [[[#payload-bindings-dataschema]]] and [[[#sec-data-schema-vocabulary-definition]]]."
"td-text-at-direction","null","not testable with Assertion Tester","Given that the Thing Description format is based on JSON-LD 1.1 [[?json-ld11]]"
"td-text-direction-first-strong","null","not testable with Assertion Tester","When metadata such as @direction is not present, TD Consumers SHOULD use [=First-strong detection=] as a fallback."
"td-text-direction-language-tag","null","not testable with Assertion Tester","For the MultiLanguage Map, TD Consumers MAY infer the [=base direction=] from the language tag of the individual strings."
"td-title-description","null","not testable with Assertion Tester","When title and titles or description and descriptions are present within the same JSON object, the values of title and description MAY be seen as the default text."
"td-title-description_descriptions","null","not testable with Assertion Tester","If description and descriptions are defined at the same time at the JSON level, description MAY be seen as default text."
"td-title-description_titles","null","not testable with Assertion Tester","If title and titles are defined at the same time at the JSON level, title MAY be seen as default text."
"td-titles-descriptions","null","not testable with Assertion Tester","When title and titles or description and descriptions are present in a TD document, each title and description member SHOULD have a corresponding titles and descriptions member, respectively."
"td-uriVariables-dataschema","null","not testable with Assertion Tester","The serialization of each value in the map assigned to uriVariables in an instance of Form MUST rely on the Class DataSchema, whose serialization is defined in ."
"td-uriVariables-names","null","not testable with Assertion Tester","In such a case, the URI Template variables MUST be collected in the JSON-object based uriVariables member either in the Thing level or in Interaction Affordance level with the associated (unique) variable names as JSON names."
"td-version","null","not testable with Assertion Tester","All name-value pairs of an instance of VersionInfo, where the name is a Vocabulary Term included in the Signature of VersionInfo, MUST be serialized as JSON members with the Vocabulary Term as name."
"td-vocab-actions--Thing","null","not testable with Assertion Tester","actionsAll Action-based Interaction Affordances of the Thing.optionalMap of ActionAffordance"
"td-vocab-additionalResponses--Form","null","not testable with Assertion Tester","additionalResponsesThis optional term can be used if additional expected responses are possible, e.g., for error reporting. Each additional response needs to be distinguished from others in some way (for example, by specifying a protocol-specific error code), and may also have its own data schema.optionalArray of AdditionalExpectedResponse"
"td-vocab-alg--BearerSecurityScheme","null","not testable with Assertion Tester","algEncoding, encryption, or digest algorithm.with defaultstring (e.g., ES256, or ES512-256)"
"td-vocab-allOf--ComboSecurityScheme","null","not testable with Assertion Tester","allOfArray of two or more strings identifying other named security scheme definitions, all of which must be satisfied for access.mandatoryArray of string"
"td-vocab-anchor--Link","null","not testable with Assertion Tester","anchorOverrides the link context (by default the Thing itself identified by its id) with the given URI or IRI.optionalanyURI"
"td-vocab-at-context--Thing","null","not testable with Assertion Tester","@contextJSON-LD keyword to define short-hand names called terms that are used throughout a TD document.mandatoryanyURI or Array"
"td-vocab-at-type--DataSchema","null","not testable with Assertion Tester","@typeJSON-LD keyword to label the object with semantic tags (or types)optionalstring or Array of string"
"td-vocab-at-type--InteractionAffordance","null","not testable with Assertion Tester","@typeJSON-LD keyword to label the object with semantic tags (or types).optionalstring or Array of string"
"td-vocab-at-type--SecurityScheme","null","not testable with Assertion Tester","@typeJSON-LD keyword to label the object with semantic tags (or types).optionalstring or Array of string"
"td-vocab-at-type--Thing","null","not testable with Assertion Tester","@typeJSON-LD keyword to label the object with semantic tags (or types).optionalstring or Array of string"
"td-vocab-authorization--BearerSecurityScheme","null","not testable with Assertion Tester","authorizationURI of the authorization server.optionalanyURI"
"td-vocab-authorization--OAuth2SecurityScheme","null","not testable with Assertion Tester","authorizationURI of the authorization server.optionalanyURI"
"td-vocab-base--Thing","null","not testable with Assertion Tester","baseDefine the absolute base URI that is used for all relative URI references throughout a TD document. In TD instances, all relative URIs are resolved relative to the base URI using the algorithm defined in [RFC3986]. base does not affect the URIs used in @context and the IRIs used within Linked Data [LINKED-DATA] graphs that are relevant when semantic processing is applied to TD instances. Also see the note about the type of base URI. optionalanyURI"
"td-vocab-cancellation--EventAffordance","null","not testable with Assertion Tester","cancellationDefines any data that needs to be passed to cancel a subscription, e.g., a specific message to remove a Webhook.optionalDataSchema"
"td-vocab-const--DataSchema","null","not testable with Assertion Tester","constProvides a constant value.optionalany type"
"td-vocab-contentCoding--Form","null","not testable with Assertion Tester",""
"td-vocab-contentEncoding--StringSchema","null","not testable with Assertion Tester","contentEncodingSpecifies the encoding used to store the contents, as specified in [[RFC2045]] (Section 6.1) and [[RFC4648]].optionalstring (e.g., 7bit, 8bit, binary, quoted-printable, base16, base32, or base64)"
"td-vocab-contentMediaType--StringSchema","null","not testable with Assertion Tester","contentMediaTypeSpecifies the MIME type of the contents of a string value, as described in [[RFC2046]].optionalstring (e.g., image/png, or audio/mpeg)"
"td-vocab-contentType--AdditionalExpectedResponse","null","not testable with Assertion Tester","contentTypeAssign a content type based on a media type (e.g., text/plain) and potential parameters (e.g., charset=utf-8) for the media type [RFC2046].optionalstring"
"td-vocab-contentType--ExpectedResponse","null","not testable with Assertion Tester","contentTypeAssign a content type based on a media type (e.g., text/plain) and potential parameters (e.g., charset=utf-8) for the media type [RFC2046].optionalstring"
"td-vocab-contentType--Form","null","not testable with Assertion Tester","contentTypeAssign a content type based on a media type (e.g., text/plain) and potential parameters (e.g., charset=utf-8) for the media type [RFC2046].optionalstring"
"td-vocab-created--Thing","null","not testable with Assertion Tester","createdProvides information when the TD instance was created.optionaldateTime"
"td-vocab-data--EventAffordance","null","not testable with Assertion Tester","dataDefines the data schema of the Event instance messages pushed by the Thing.optionalDataSchema"
"td-vocab-dataResponse--EventAffordance","null","not testable with Assertion Tester","dataResponseDefines the data schema of the Event response messages sent by the consumer in a response to a data message.optionalDataSchema"
"td-vocab-default--DataSchema","null","not testable with Assertion Tester","defaultSupply a default value. The value SHOULD validate against the data schema in which it resides.optionalany type"
"td-vocab-description--DataSchema","null","not testable with Assertion Tester","descriptionProvides additional (human-readable) information based on a default language.optionalstring"
"td-vocab-description--InteractionAffordance","null","not testable with Assertion Tester","descriptionProvides additional (human-readable) information based on a default language.optionalstring"
"td-vocab-description--SecurityScheme","null","not testable with Assertion Tester","descriptionProvides additional (human-readable) information based on a default language.optionalstring"
"td-vocab-description--Thing","null","not testable with Assertion Tester","descriptionProvides additional (human-readable) information based on a default language.optionalstring"
"td-vocab-descriptions--DataSchema","null","not testable with Assertion Tester","descriptionsCan be used to support (human-readable) information in different languages. Also see MultiLanguage.optionalMap of MultiLanguage"
"td-vocab-descriptions--InteractionAffordance","null","not testable with Assertion Tester","descriptionsCan be used to support (human-readable) information in different languages. Also see MultiLanguage.optionalMap of MultiLanguage"
"td-vocab-descriptions--SecurityScheme","null","not testable with Assertion Tester","descriptionsCan be used to support (human-readable) information in different languages. Also see MultiLanguage.optionalMap of MultiLanguage"
"td-vocab-descriptions--Thing","null","not testable with Assertion Tester","descriptionsCan be used to support (human-readable) information in different languages. Also see MultiLanguage.optionalMap of MultiLanguage"
"td-vocab-enum--DataSchema","null","not testable with Assertion Tester","enumRestricted set of values provided as an array.optionalArray of any type"
"td-vocab-events--Thing","null","not testable with Assertion Tester","eventsAll Event-based Interaction Affordances of the Thing.optionalMap of EventAffordance"
"td-vocab-exclusiveMaximum--IntegerSchema","null","not testable with Assertion Tester","exclusiveMaximumSpecifies a maximum numeric value, representing an exclusive upper limit. Only applicable for associated number or integer types.optionalinteger"
"td-vocab-exclusiveMaximum--NumberSchema","null","not testable with Assertion Tester","exclusiveMaximumSpecifies a maximum numeric value, representing an exclusive upper limit. Only applicable for associated number or integer types.optionaldouble"
"td-vocab-exclusiveMinimum--IntegerSchema","null","not testable with Assertion Tester","exclusiveMinimumSpecifies a minimum numeric value, representing an exclusive lower limit. Only applicable for associated number or integer types.optionalinteger"
"td-vocab-exclusiveMinimum--NumberSchema","null","not testable with Assertion Tester","exclusiveMinimumSpecifies a minimum numeric value, representing an exclusive lower limit. Only applicable for associated number or integer types.optionaldouble"
"td-vocab-flow--OAuth2SecurityScheme","null","not testable with Assertion Tester","flowAuthorization flow.mandatorystring (e.g., code, or client)"
"td-vocab-format--BearerSecurityScheme","null","not testable with Assertion Tester","formatSpecifies format of security authentication information.with defaultstring (e.g., jwt, cwt, jwe, or jws)"
"td-vocab-format--DataSchema","null","not testable with Assertion Tester",""
"td-vocab-forms--InteractionAffordance","null","not testable with Assertion Tester","formsSet of form hypermedia controls that describe how an operation can be performed. Forms are serializations of Protocol Bindings. The array cannot be empty.mandatoryArray of Form"
"td-vocab-forms--Thing","null","not testable with Assertion Tester","formsSet of form hypermedia controls that describe how an operation can be performed. Forms are serializations of Protocol Bindings. Thing level forms are used to describe endpoints for a group of interaction affordances.optionalArray of Form"
"td-vocab-href--Form","null","not testable with Assertion Tester","hrefTarget URI of a submission target of a Form. See the note on URI/IRI.mandatoryanyURI"
"td-vocab-href--Link","null","not testable with Assertion Tester","hrefTarget URI of a link.mandatoryanyURI"
"td-vocab-hreflang--Link","null","not testable with Assertion Tester","hreflangThe hreflang attribute specifies the language of a linked document. The value of this must be a valid language tag [[BCP47]].optionalstring or Array of string"
"td-vocab-id--Thing","null","not testable with Assertion Tester","idIdentifier of the Thing in form of a URI [[RFC3986]] (e.g., stable URI, temporary and mutable URI, URI with local IP address, URN, etc.).optionalanyURI"
"td-vocab-idempotent--ActionAffordance","null","not testable with Assertion Tester","idempotentIndicates whether the Action is idempotent (=true) or not. Informs whether the Action can be called repeatedly with the same result, if present, based on the same input.with defaultboolean"
"td-vocab-identity--PSKSecurityScheme","null","not testable with Assertion Tester","identityIdentifier providing information which can be used for selection or confirmation.optionalstring"
"td-vocab-in--APIKeySecurityScheme","null","not testable with Assertion Tester","inSpecifies the location of security authentication information. with defaultstring (one of header, query, body, cookie, uri, or auto)"
"td-vocab-in--BasicSecurityScheme","null","not testable with Assertion Tester","inSpecifies the location of security authentication information. with defaultstring (one of header, query, body, cookie, or auto)"
"td-vocab-in--BearerSecurityScheme","null","not testable with Assertion Tester","inSpecifies the location of security authentication information. with defaultstring (one of header, query, body, cookie, or auto)"
"td-vocab-in--DigestSecurityScheme","null","not testable with Assertion Tester","inSpecifies the location of security authentication information. with defaultstring (one of header, query, body, cookie, or auto)"
"td-vocab-input--ActionAffordance","null","not testable with Assertion Tester","inputUsed to define the input data schema of the Action.optionalDataSchema"
"td-vocab-instance--VersionInfo","null","not testable with Assertion Tester","instanceProvides a version indicator of this TD. mandatorystring"
"td-vocab-items--ArraySchema","null","not testable with Assertion Tester","itemsUsed to define the characteristics of an array.optionalDataSchema or Array of DataSchema"
"td-vocab-links--Thing","null","not testable with Assertion Tester","linksProvides Web links to arbitrary resources that relate to the specified Thing Description.optionalArray of Link"
"td-vocab-maxItems--ArraySchema","null","not testable with Assertion Tester","maxItemsDefines the maximum number of items that have to be in the array.optionalunsignedInt"
"td-vocab-maxLength--StringSchema","null","not testable with Assertion Tester","maxLengthSpecifies the maximum length of a string. Only applicable for associated string types.optionalunsignedInt"
"td-vocab-maximum--IntegerSchema","null","not testable with Assertion Tester","maximumSpecifies a maximum numeric value, representing an inclusive upper limit. Only applicable for associated number or integer types.optionalinteger"
"td-vocab-maximum--NumberSchema","null","not testable with Assertion Tester","maximumSpecifies a maximum numeric value, representing an inclusive upper limit. Only applicable for associated number or integer types.optionaldouble"
"td-vocab-minItems--ArraySchema","null","not testable with Assertion Tester","minItemsDefines the minimum number of items that have to be in the array.optionalunsignedInt"
"td-vocab-minLength--StringSchema","null","not testable with Assertion Tester","minLengthSpecifies the minimum length of a string. Only applicable for associated string types.optionalunsignedInt"
"td-vocab-minimum--IntegerSchema","null","not testable with Assertion Tester","minimumSpecifies a minimum numeric value, representing an inclusive lower limit. Only applicable for associated number or integer types.optionalinteger"
"td-vocab-minimum--NumberSchema","null","not testable with Assertion Tester","minimumSpecifies a minimum numeric value, representing an inclusive lower limit. Only applicable for associated number or integer types.optionaldouble"
"td-vocab-model--VersionInfo","null","not testable with Assertion Tester","modelProvides a version indicator of the underlying TM. optionalstring"
"td-vocab-modified--Thing","null","not testable with Assertion Tester","modifiedProvides information when the TD instance was last modified.optionaldateTime"
"td-vocab-multipleOf--IntegerSchema","null","not testable with Assertion Tester","multipleOfSpecifies the multipleOf value number. The value must strictly greater than 0. Only applicable for associated number or integer types.optionalinteger"
"td-vocab-multipleOf--NumberSchema","null","not testable with Assertion Tester","multipleOfSpecifies the multipleOf value number. The value must strictly greater than 0. Only applicable for associated number or integer types.optionaldouble"
"td-vocab-name--APIKeySecurityScheme","null","not testable with Assertion Tester","nameName for query, header, cookie, or uri parameters.optionalstring"
"td-vocab-name--BasicSecurityScheme","null","not testable with Assertion Tester","nameName for query, header, cookie, or uri parameters.optionalstring"
"td-vocab-name--BearerSecurityScheme","null","not testable with Assertion Tester","nameName for query, header, cookie, or uri parameters.optionalstring"
"td-vocab-name--DigestSecurityScheme","null","not testable with Assertion Tester","nameName for query, header, cookie, or uri parameters.optionalstring"
"td-vocab-observable--PropertyAffordance","null","not testable with Assertion Tester","observableA hint that indicates whether Servients hosting the Thing and Intermediaries should provide a Protocol Binding that supports the observeproperty and unobserveproperty operations for this Property.with defaultboolean"
"td-vocab-oneOf--ComboSecurityScheme","null","not testable with Assertion Tester","oneOfArray of two or more strings identifying other named security scheme definitions, any one of which, when satisfied, will allow access. Only one may be chosen for use.mandatoryArray of string"
"td-vocab-oneOf--DataSchema","null","not testable with Assertion Tester","oneOfUsed to ensure that the data is valid against one of the specified schemas in the array. This can be used to describe multiple input or output schemas.optionalArray of DataSchema"
"td-vocab-op--Form","null","not testable with Assertion Tester","opIndicates the semantic intention of performing the operation(s) described by the form. For example, the Property interaction allows get and set operations. The protocol binding may contain a form for the get operation and a different form for the set operation. The op attribute indicates which form is for which and allows the client to select the correct form for the operation required. op can be assigned one or more interaction verb(s) each representing a semantic intention of an operation.with defaultstring or Array of string (one of readproperty, writeproperty, observeproperty, unobserveproperty, invokeaction, queryaction, cancelaction, subscribeevent, unsubscribeevent, readallproperties, writeallproperties, readmultipleproperties, writemultipleproperties, observeallproperties, unobserveallproperties, subscribeallevents, unsubscribeallevents, or queryallactions)"
"td-vocab-op--Form_cancelaction","null","not testable with Assertion Tester","Type: MUST be string or Array of string (cancelaction)."
"td-vocab-op--Form_invokeaction","null","not testable with Assertion Tester","Type: MUST be string or Array of string (invokeaction)."
"td-vocab-op--Form_observeallproperties","null","not testable with Assertion Tester","Type: MUST be string or Array of string (observeallproperties)."
"td-vocab-op--Form_observeproperty","null","not testable with Assertion Tester","Type: MUST be string or Array of string (observeproperty)."
"td-vocab-op--Form_queryaction","null","not testable with Assertion Tester","Type: MUST be string or Array of string (queryaction)."
"td-vocab-op--Form_queryallactions","null","not testable with Assertion Tester","Type: MUST be string or Array of string (queryallactions)."
"td-vocab-op--Form_readallproperties","null","not testable with Assertion Tester","Type: MUST be string or Array of string (readallproperties)."
"td-vocab-op--Form_readmultipleproperties","null","not testable with Assertion Tester","Type: MUST be string or Array of string (readmultipleproperties)."
"td-vocab-op--Form_readproperty","null","not testable with Assertion Tester","Type: MUST be string or Array of string (readproperty)."
"td-vocab-op--Form_subscribeallevents","null","not testable with Assertion Tester","Type: MUST be string or Array of string (subscribeallevents)."
"td-vocab-op--Form_subscribeevent","null","not testable with Assertion Tester","Type: MUST be string or Array of string (subscribeevent)."
"td-vocab-op--Form_unobserveallproperties","null","not testable with Assertion Tester","Type: MUST be string or Array of string (unobserveallproperties)."
"td-vocab-op--Form_unobserveproperty","null","not testable with Assertion Tester","Type: MUST be string or Array of string (unobserveproperty)."
"td-vocab-op--Form_unsubscribeallevents","null","not testable with Assertion Tester","Type: MUST be string or Array of string (unsubscribeallevents)."
"td-vocab-op--Form_unsubscribeevent","null","not testable with Assertion Tester","Type: MUST be string or Array of string (unsubscribeevent)."
"td-vocab-op--Form_writeallproperties","null","not testable with Assertion Tester","Type: MUST be string or Array of string (writeallproperties)."
"td-vocab-op--Form_writemultipleproperties","null","not testable with Assertion Tester","Type: MUST be string or Array of string (writemultipleproperties)."
"td-vocab-op--Form_writeproperty","null","not testable with Assertion Tester","Type: MUST be string or Array of string (writeproperty)."
"td-vocab-output--ActionAffordance","null","not testable with Assertion Tester","outputUsed to define the output data schema of the Action.optionalDataSchema"
"td-vocab-pattern--StringSchema","null","not testable with Assertion Tester","patternProvides a regular expression to express constraints of the string value. The regular expression must follow the [[ECMA-262]] dialect.optionalstring"
"td-vocab-profile--Thing","null","not testable with Assertion Tester","profileIndicates the WoT Profile mechanisms followed by this Thing Description and the corresponding Thing implementation.optionalanyURI or Array of anyURI"
"td-vocab-properties--ObjectSchema","null","not testable with Assertion Tester","propertiesData schema nested definitions.optionalMap of DataSchema"
"td-vocab-properties--Thing","null","not testable with Assertion Tester","propertiesAll Property-based Interaction Affordances of the Thing.optionalMap of PropertyAffordance"
"td-vocab-proxy--SecurityScheme","null","not testable with Assertion Tester","proxyURI of the proxy server this security configuration provides access to. If not given, the corresponding security configuration is for the endpoint.optionalanyURI"
"td-vocab-qop--DigestSecurityScheme","null","not testable with Assertion Tester","qopQuality of protection.with defaultstring (one of auth, or auth-int)"
"td-vocab-readOnly--DataSchema","null","not testable with Assertion Tester","readOnlyBoolean value that is a hint to indicate whether a property interaction / value is read only (=true) or not (=false).with defaultboolean"
"td-vocab-refresh--OAuth2SecurityScheme","null","not testable with Assertion Tester","refreshURI of the refresh server.optionalanyURI"
"td-vocab-rel--Link","null","not testable with Assertion Tester","relA link relation type identifies the semantics of a link.optionalstring"
"td-vocab-required--ObjectSchema","null","not testable with Assertion Tester","requiredDefines which members of the object type are mandatory, i.e. which members are mandatory in the payload that is to be sent (e.g., input of invokeaction, writeproperty) and what members will be definitely delivered in the payload that is being received (e.g., output of invokeaction, readproperty)optionalArray of string"
"td-vocab-response--Form","null","not testable with Assertion Tester","responseThis optional term can be used if, e.g., the output communication metadata differ from input metadata (e.g., output contentType differ from the input contentType). The response name contains metadata that is only valid for the primary response messages.optionalExpectedResponse"
"td-vocab-safe--ActionAffordance","null","not testable with Assertion Tester","safeSignals if the Action is safe (=true) or not. Used to signal if there is no internal state (cf. resource state) is changed when invoking an Action. In that case responses can be cached as example.with defaultboolean"
"td-vocab-schema--AdditionalExpectedResponse","null","not testable with Assertion Tester","schemaUsed to define the output data schema for an additional response if it differs from the default output data schema. Rather than a DataSchema object, the name of a previous definition given in a schemaDefinitions map must be used.optionalstring"
"td-vocab-schemaDefinitions--Thing","null","not testable with Assertion Tester","schemaDefinitionsSet of named data schemas. To be used in a schema name-value pair inside an AdditionalExpectedResponse object.optionalMap of DataSchema"
"td-vocab-scheme--SecurityScheme","null","not testable with Assertion Tester","schemeIdentification of the security mechanism being configured.mandatorystring (e.g., nosec, combo, basic, digest, bearer, psk, oauth2, apikey, or auto)"
"td-vocab-scheme--SecurityScheme_apikey","null","not testable with Assertion Tester","."
"td-vocab-scheme--SecurityScheme_auto","null","not testable with Assertion Tester","."
"td-vocab-scheme--SecurityScheme_basic","null","not testable with Assertion Tester","."
"td-vocab-scheme--SecurityScheme_bearer","null","not testable with Assertion Tester","."
"td-vocab-scheme--SecurityScheme_digest","null","not testable with Assertion Tester","."
"td-vocab-scheme--SecurityScheme_nosec","null","not testable with Assertion Tester","."
"td-vocab-scheme--SecurityScheme_oauth2","null","not testable with Assertion Tester","."
"td-vocab-scheme--SecurityScheme_psk","null","not testable with Assertion Tester","."
"td-vocab-scopes--Form","null","not testable with Assertion Tester","scopesSet of authorization scope identifiers provided as an array. These are provided in tokens returned by an authorization server and associated with forms in order to identify what resources a client may access and how. The values associated with a form SHOULD be chosen from those defined in an OAuth2SecurityScheme active on that form.optionalstring or Array of string"
"td-vocab-scopes--OAuth2SecurityScheme","null","not testable with Assertion Tester","scopesSet of authorization scope identifiers provided as an array. These are provided in tokens returned by an authorization server and associated with forms in order to identify what resources a client may access and how. The values associated with a form SHOULD be chosen from those defined in an OAuth2SecurityScheme active on that form.optionalstring or Array of string"
"td-vocab-security--Form","null","not testable with Assertion Tester","securitySet of security definition names, chosen from those defined in securityDefinitions. These must all be satisfied for access to resources.optionalstring or Array of string"
"td-vocab-security--Thing","null","not testable with Assertion Tester","securitySet of security definition names, chosen from those defined in securityDefinitions. These must all be satisfied for access to resources.mandatorystring or Array of string"
